`Jan 30 16:24:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::engine: | Received PeerConnected message with peer info: PeerInfo { peer_id: [2, 251, 163, 36, 246, 153, 171, 101, 160, 163, 129, 32, 16, 226, 114, 198, 12, 165, 91, 96, 190, 54, 190, 79, 201, 151, 135, 80, 99, 42, 77, 175, 87] }
Jan 30 17:11:42 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 14): Got BlockCommit for d242ae9b829ae04213b2ba28e172f2d9ab9ef137504b3a6039b93ae3fbe9683406d904c5f2aa9521778134bf7fd1aafffadbd87e30945d0d79d4a8ad28eec8ab
Jan 30 17:11:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 91, seq 15): Got BlockNew: 15 / cf595c751f9e53fe8139530fb1c5c572409fa2e67538e54472e127ba80d4c41e2203dc3b915ad967027641ad28539dda2c2e26354e702ee746c9f802897fed36
Jan 30 17:11:51 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: cf595c751f9e53fe8139530fb1c5c572409fa2e67538e54472e127ba80d4c41e2203dc3b915ad967027641ad28539dda2c2e26354e702ee746c9f802897fed36
Jan 30 17:11:52 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 15): Got BlockCommit for cf595c751f9e53fe8139530fb1c5c572409fa2e67538e54472e127ba80d4c41e2203dc3b915ad967027641ad28539dda2c2e26354e702ee746c9f802897fed36
Jan 30 17:12:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 91, seq 16): Got BlockNew: 16 / 0272acc62d838c2f6e5ef99dab1a0478d4d4c5d89af8bd2cf32f3d25913d395c4799fb4de049381dac1953a51d55ef70687fe73a85fb1a0a7aac42e331903e1a
Jan 30 17:12:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 0272acc62d838c2f6e5ef99dab1a0478d4d4c5d89af8bd2cf32f3d25913d395c4799fb4de049381dac1953a51d55ef70687fe73a85fb1a0a7aac42e331903e1a
Jan 30 17:12:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 16): Got BlockCommit for 0272acc62d838c2f6e5ef99dab1a0478d4d4c5d89af8bd2cf32f3d25913d395c4799fb4de049381dac1953a51d55ef70687fe73a85fb1a0a7aac42e331903e1a
Jan 30 17:12:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 91, seq 17): Got BlockNew: 17 / 7f15e4958b857a81447fa36f39e2130b56e665a45ee9f2590ffb577a32d007c14edeaf90fbab61292d2dfe5c29c088eb9be4548e69f216e62499f1dbe19e119c
Jan 30 17:12:12 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 7f15e4958b857a81447fa36f39e2130b56e665a45ee9f2590ffb577a32d007c14edeaf90fbab61292d2dfe5c29c088eb9be4548e69f216e62499f1dbe19e119c
Jan 30 17:12:12 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 17): Got BlockCommit for 7f15e4958b857a81447fa36f39e2130b56e665a45ee9f2590ffb577a32d007c14edeaf90fbab61292d2dfe5c29c088eb9be4548e69f216e62499f1dbe19e119c
Jan 30 17:12:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 91, seq 18): Got BlockNew: 18 / 69056c7874c5d7e5e7e5c11256baf63ffac4852a1b2b3862e42a7c93d5a4a35042edc0e98f5e9428118e3c14c3722b2d4e7815560e97ac7bccd223363bce007f
Jan 30 17:12:22 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 69056c7874c5d7e5e7e5c11256baf63ffac4852a1b2b3862e42a7c93d5a4a35042edc0e98f5e9428118e3c14c3722b2d4e7815560e97ac7bccd223363bce007f
Jan 30 17:12:23 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 18): Got BlockCommit for 69056c7874c5d7e5e7e5c11256baf63ffac4852a1b2b3862e42a7c93d5a4a35042edc0e98f5e9428118e3c14c3722b2d4e7815560e97ac7bccd223363bce007f
Jan 30 17:12:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 91, seq 19): Got BlockNew: 19 / 529dc651e936c569012f5c0dd6bfd0bcaa7e132a748a044ba85d97dc8898c3f954ee37fd5b1d34303e946df9f437637bcdf5b152857c4090806e1fbbd2bf9448
Jan 30 17:12:31 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 529dc651e936c569012f5c0dd6bfd0bcaa7e132a748a044ba85d97dc8898c3f954ee37fd5b1d34303e946df9f437637bcdf5b152857c4090806e1fbbd2bf9448
Jan 30 17:12:32 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 19): Got BlockCommit for 529dc651e936c569012f5c0dd6bfd0bcaa7e132a748a044ba85d97dc8898c3f954ee37fd5b1d34303e946df9f437637bcdf5b152857c4090806e1fbbd2bf9448
Jan 30 17:12:42 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 91, seq 20): Got BlockNew: 20 / 1b63d4e255c357fd9043c0ea4bbb36a2835fa7cd5ed5c60fabc4aa7640b2c28a35ba6a6534f6051f0e1829f68223f2f35eb3e413eb299a109cd2be8a6ddf959d
Jan 30 17:12:42 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 1b63d4e255c357fd9043c0ea4bbb36a2835fa7cd5ed5c60fabc4aa7640b2c28a35ba6a6534f6051f0e1829f68223f2f35eb3e413eb299a109cd2be8a6ddf959d
Jan 30 17:12:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 91, seq 20): Got BlockCommit for 1b63d4e255c357fd9043c0ea4bbb36a2835fa7cd5ed5c60fabc4aa7640b2c28a35ba6a6534f6051f0e1829f68223f2f35eb3e413eb299a109cd2be8a6ddf959d
Jan 30 17:12:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 91, seq 21): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:12:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 91, seq 21): Starting change to view 92
Jan 30 17:12:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(92), view 92, seq 21): Updated to view 92
Jan 30 17:12:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 92, seq 21): Got BlockNew: 20 / 903a62dff867b401d0794d6367f379802ca47aa1e12d734fb78a6e69944da89c2d69255e6c721c479a64030c137ae0176d828ab494b9b3d3903a3e15e55e82a6
Jan 30 17:12:45 bc1 pbft-engine[1136]: ERROR | pbft_engine::engine: | InternalError: Received block 20 / "903a62dff867b401d0794d6367f379802ca47aa1e12d734fb78a6e69944da89c2d69255e6c721c479a64030c137ae0176d828ab494b9b3d3903a3e15e55e82a6" that is older than the current sequence number: 21
Jan 30 17:13:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:39 | (PP, view 92, seq 21): Received f + 1 ViewChange messages; starting early view change
Jan 30 17:13:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:16 | (PP, view 92, seq 21): Starting change to view 93
Jan 30 17:13:15 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:48 | (V(93), view 93, seq 21): Updated to view 93
Jan 30 17:13:15 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 21): Got BlockNew: 21 / c81355df9b30f017d1674987e9c229e1de1b06b137d161ec9e975ee6c25d1e4f6e5bd78870af7d1bb4142b2c204e6e0b7fdeaa96f0b76285eabc87f824ea7c93
Jan 30 17:13:15 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: c81355df9b30f017d1674987e9c229e1de1b06b137d161ec9e975ee6c25d1e4f6e5bd78870af7d1bb4142b2c204e6e0b7fdeaa96f0b76285eabc87f824ea7c93
Jan 30 17:13:16 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 21): Got BlockCommit for c81355df9b30f017d1674987e9c229e1de1b06b137d161ec9e975ee6c25d1e4f6e5bd78870af7d1bb4142b2c204e6e0b7fdeaa96f0b76285eabc87f824ea7c93
Jan 30 17:13:16 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 22): Got BlockNew: 22 / 56996b61bc0ef496030dc5e83ceacccd6401cbef3d3ec93075b917ee6d5cd30e19eb6ee6c876e51050fdc0d3a873e61b519ead765059a7cec73326f0e15cf609
Jan 30 17:13:16 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 56996b61bc0ef496030dc5e83ceacccd6401cbef3d3ec93075b917ee6d5cd30e19eb6ee6c876e51050fdc0d3a873e61b519ead765059a7cec73326f0e15cf609
Jan 30 17:13:17 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 22): Got BlockCommit for 56996b61bc0ef496030dc5e83ceacccd6401cbef3d3ec93075b917ee6d5cd30e19eb6ee6c876e51050fdc0d3a873e61b519ead765059a7cec73326f0e15cf609
Jan 30 17:13:20 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 23): Got BlockNew: 23 / 5130edfe770583d02cd9c3033b1454b25a68e536fa8e818f5dec0c62291a4e0c7cfc4d535b14bf44278271908f17f0fca5465864e12ba4a02e2adc49cb24638c
Jan 30 17:13:20 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 5130edfe770583d02cd9c3033b1454b25a68e536fa8e818f5dec0c62291a4e0c7cfc4d535b14bf44278271908f17f0fca5465864e12ba4a02e2adc49cb24638c
Jan 30 17:13:21 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 23): Got BlockCommit for 5130edfe770583d02cd9c3033b1454b25a68e536fa8e818f5dec0c62291a4e0c7cfc4d535b14bf44278271908f17f0fca5465864e12ba4a02e2adc49cb24638c
Jan 30 17:13:22 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 24): Got BlockNew: 24 / 2f5d675ff72a208f6c567ba2f397caebea8e5779abb57bdbba7dd975bd789c797e271786c782f16fe47d8b93ecc4c571c6a5aa94566fa357d68d94984c377270
Jan 30 17:13:22 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 2f5d675ff72a208f6c567ba2f397caebea8e5779abb57bdbba7dd975bd789c797e271786c782f16fe47d8b93ecc4c571c6a5aa94566fa357d68d94984c377270
Jan 30 17:13:23 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 24): Got BlockCommit for 2f5d675ff72a208f6c567ba2f397caebea8e5779abb57bdbba7dd975bd789c797e271786c782f16fe47d8b93ecc4c571c6a5aa94566fa357d68d94984c377270
Jan 30 17:13:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 25): Got BlockNew: 25 / 3199609d12e43a62f225b2cc28d41111c64d217af521aa22529caf48fe418e49266f86e3e730fe4fa4885a4e794c3062b6c3a340bcf683b016fdcb185e95cea0
Jan 30 17:13:24 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 3199609d12e43a62f225b2cc28d41111c64d217af521aa22529caf48fe418e49266f86e3e730fe4fa4885a4e794c3062b6c3a340bcf683b016fdcb185e95cea0
Jan 30 17:13:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 25): Got BlockCommit for 3199609d12e43a62f225b2cc28d41111c64d217af521aa22529caf48fe418e49266f86e3e730fe4fa4885a4e794c3062b6c3a340bcf683b016fdcb185e95cea0
Jan 30 17:13:25 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 26): Got BlockNew: 26 / 5e2ed8493094bff0522d24d16525396cbc12a15a6f4889e5f5472292a99b6677649cc4a157287a870a9094e5509e603719e0b2cbe2799de402c1be1f22d05553
Jan 30 17:13:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 5e2ed8493094bff0522d24d16525396cbc12a15a6f4889e5f5472292a99b6677649cc4a157287a870a9094e5509e603719e0b2cbe2799de402c1be1f22d05553
Jan 30 17:13:26 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 26): Got BlockCommit for 5e2ed8493094bff0522d24d16525396cbc12a15a6f4889e5f5472292a99b6677649cc4a157287a870a9094e5509e603719e0b2cbe2799de402c1be1f22d05553
Jan 30 17:13:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 27): Got BlockNew: 27 / 00c36f616c1cbf8c91e8547cbd0683857c38dbed4b83a977991bb9e7bcef98ee44bc51590323c7fb957c3fae9e2ace015d7913c71bff28e0f64cbdb865d0bd47
Jan 30 17:13:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 00c36f616c1cbf8c91e8547cbd0683857c38dbed4b83a977991bb9e7bcef98ee44bc51590323c7fb957c3fae9e2ace015d7913c71bff28e0f64cbdb865d0bd47
Jan 30 17:13:28 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 27): Got BlockCommit for 00c36f616c1cbf8c91e8547cbd0683857c38dbed4b83a977991bb9e7bcef98ee44bc51590323c7fb957c3fae9e2ace015d7913c71bff28e0f64cbdb865d0bd47
Jan 30 17:13:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 28): Got BlockNew: 28 / e8bc016c4475500aa0ae0e08e16080accefbe29201e2da3497f552ba8c41fd5c7c1575e806b13976942fa461287a2773bce7a96ceda01d7d041e44e64a24882c
Jan 30 17:13:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: e8bc016c4475500aa0ae0e08e16080accefbe29201e2da3497f552ba8c41fd5c7c1575e806b13976942fa461287a2773bce7a96ceda01d7d041e44e64a24882c
Jan 30 17:13:30 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 28): Got BlockCommit for e8bc016c4475500aa0ae0e08e16080accefbe29201e2da3497f552ba8c41fd5c7c1575e806b13976942fa461287a2773bce7a96ceda01d7d041e44e64a24882c
Jan 30 17:13:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 29): Got BlockNew: 29 / 17a5b76d09a05debdac88c6afadb7c45057bb0165093bc107b2f65f782e0e4b3177d533a6e42dc6d0f488271bffceb40a75721d9fedcc121d88f5d1fa9184d2d
Jan 30 17:13:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 17a5b76d09a05debdac88c6afadb7c45057bb0165093bc107b2f65f782e0e4b3177d533a6e42dc6d0f488271bffceb40a75721d9fedcc121d88f5d1fa9184d2d
Jan 30 17:13:33 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 29): Got BlockCommit for 17a5b76d09a05debdac88c6afadb7c45057bb0165093bc107b2f65f782e0e4b3177d533a6e42dc6d0f488271bffceb40a75721d9fedcc121d88f5d1fa9184d2d
Jan 30 17:13:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 30): Got BlockNew: 30 / c9c02708bdcf2759369098d90ba3a990710e2a99b39e995b1544c22dac208f9d2a0717e175b2628cff33cc82d721a6394dedf54796c39e3b74b5d9d2734bb8ac
Jan 30 17:13:36 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: c9c02708bdcf2759369098d90ba3a990710e2a99b39e995b1544c22dac208f9d2a0717e175b2628cff33cc82d721a6394dedf54796c39e3b74b5d9d2734bb8ac
Jan 30 17:13:37 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 30): Got BlockCommit for c9c02708bdcf2759369098d90ba3a990710e2a99b39e995b1544c22dac208f9d2a0717e175b2628cff33cc82d721a6394dedf54796c39e3b74b5d9d2734bb8ac
Jan 30 17:13:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 31): Got BlockNew: 31 / 591f3ed10a717f8f1394631e3f4f2e9e4e9116a12e716b07d68bed6f8ade8676291c86ee7e70d45ca542d686010624251714ecf7657f22219cc8b61fe1395dcf
Jan 30 17:13:39 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 591f3ed10a717f8f1394631e3f4f2e9e4e9116a12e716b07d68bed6f8ade8676291c86ee7e70d45ca542d686010624251714ecf7657f22219cc8b61fe1395dcf
Jan 30 17:13:40 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 31): Got BlockCommit for 591f3ed10a717f8f1394631e3f4f2e9e4e9116a12e716b07d68bed6f8ade8676291c86ee7e70d45ca542d686010624251714ecf7657f22219cc8b61fe1395dcf
Jan 30 17:13:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 32): Got BlockNew: 32 / 48b3a5ce1f0fe2c65767558d9ad2826b81f73fed1d5001d6ae4e9a68e0f840920a04a433e2781269d41794a13d614d4efa11a9248339e4a2c562001439923b71
Jan 30 17:13:43 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 48b3a5ce1f0fe2c65767558d9ad2826b81f73fed1d5001d6ae4e9a68e0f840920a04a433e2781269d41794a13d614d4efa11a9248339e4a2c562001439923b71
Jan 30 17:13:44 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 32): Got BlockCommit for 48b3a5ce1f0fe2c65767558d9ad2826b81f73fed1d5001d6ae4e9a68e0f840920a04a433e2781269d41794a13d614d4efa11a9248339e4a2c562001439923b71
Jan 30 17:13:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 33): Got BlockNew: 33 / b10f29af5392c37ba727c427701296111c362218b7d51d72734d139110dfa5b31221d43daaec57db7b5c472c61eab9b5b156c627deb90630cab00542d08962aa
Jan 30 17:13:45 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: b10f29af5392c37ba727c427701296111c362218b7d51d72734d139110dfa5b31221d43daaec57db7b5c472c61eab9b5b156c627deb90630cab00542d08962aa
Jan 30 17:13:46 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 33): Got BlockCommit for b10f29af5392c37ba727c427701296111c362218b7d51d72734d139110dfa5b31221d43daaec57db7b5c472c61eab9b5b156c627deb90630cab00542d08962aa
Jan 30 17:13:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 34): Got BlockNew: 34 / 45677ded0c56257ae52649762beed4e6ad0b0ae2cc443b3e6fd492fb948b36f820db169c84d894fa2ab20fcc0a6d8eee612408ad316d58b05374bef03fee1308
Jan 30 17:13:49 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 45677ded0c56257ae52649762beed4e6ad0b0ae2cc443b3e6fd492fb948b36f820db169c84d894fa2ab20fcc0a6d8eee612408ad316d58b05374bef03fee1308
Jan 30 17:13:50 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 34): Got BlockCommit for 45677ded0c56257ae52649762beed4e6ad0b0ae2cc443b3e6fd492fb948b36f820db169c84d894fa2ab20fcc0a6d8eee612408ad316d58b05374bef03fee1308
Jan 30 17:13:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 35): Got BlockNew: 35 / d968d0e0a584d60ab26c3aa75254741d8c022283034db7209e898cb32de1901c0c4c80bcb2ac318bcd3de74dc76bf9171bb04328e18d398a0c8b1a2196504115
Jan 30 17:13:53 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: d968d0e0a584d60ab26c3aa75254741d8c022283034db7209e898cb32de1901c0c4c80bcb2ac318bcd3de74dc76bf9171bb04328e18d398a0c8b1a2196504115
Jan 30 17:13:54 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 35): Got BlockCommit for d968d0e0a584d60ab26c3aa75254741d8c022283034db7209e898cb32de1901c0c4c80bcb2ac318bcd3de74dc76bf9171bb04328e18d398a0c8b1a2196504115
Jan 30 17:13:55 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 36): Got BlockNew: 36 / d45df0567c4b4a7ba6e0efed5bf3d8132e4076e2d51b838d822e36fe8d11594628238b7b878a2ffd82dc45741f79e993e493b039413c899106b3528a690bb991
Jan 30 17:13:56 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: d45df0567c4b4a7ba6e0efed5bf3d8132e4076e2d51b838d822e36fe8d11594628238b7b878a2ffd82dc45741f79e993e493b039413c899106b3528a690bb991
Jan 30 17:13:57 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 36): Got BlockCommit for d45df0567c4b4a7ba6e0efed5bf3d8132e4076e2d51b838d822e36fe8d11594628238b7b878a2ffd82dc45741f79e993e493b039413c899106b3528a690bb991
Jan 30 17:14:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 37): Got BlockNew: 37 / 5a7f790416e27429ce3776e7c39cfbfad0e0c9175d4f94afdc512c5f333a73c573dce5aa1182f08c24b0ca4ecec955f37d6c0b8dd88de21f254b5323dea62e46
Jan 30 17:14:00 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 5a7f790416e27429ce3776e7c39cfbfad0e0c9175d4f94afdc512c5f333a73c573dce5aa1182f08c24b0ca4ecec955f37d6c0b8dd88de21f254b5323dea62e46
Jan 30 17:14:01 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 37): Got BlockCommit for 5a7f790416e27429ce3776e7c39cfbfad0e0c9175d4f94afdc512c5f333a73c573dce5aa1182f08c24b0ca4ecec955f37d6c0b8dd88de21f254b5323dea62e46
Jan 30 17:14:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 38): Got BlockNew: 38 / cfb6c65e54d97e0cba58677994d40a4699725ecc5649e170f9aa9273a13df99604923e95352100db256b8785f573b37467bf16bf22f4eef26c22fb1f46497080
Jan 30 17:14:02 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: cfb6c65e54d97e0cba58677994d40a4699725ecc5649e170f9aa9273a13df99604923e95352100db256b8785f573b37467bf16bf22f4eef26c22fb1f46497080
Jan 30 17:14:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 38): Got BlockCommit for cfb6c65e54d97e0cba58677994d40a4699725ecc5649e170f9aa9273a13df99604923e95352100db256b8785f573b37467bf16bf22f4eef26c22fb1f46497080
Jan 30 17:14:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 39): Got BlockNew: 39 / 36c5935dd16d72e5b71a6aee8792781c5dfebe7b0a1eec31645c809be504a42925bc66713abe466ef0923784ee064717b2a0c75536036cf80494c4c52204bc99
Jan 30 17:14:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 36c5935dd16d72e5b71a6aee8792781c5dfebe7b0a1eec31645c809be504a42925bc66713abe466ef0923784ee064717b2a0c75536036cf80494c4c52204bc99
Jan 30 17:14:03 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 39): Got BlockCommit for 36c5935dd16d72e5b71a6aee8792781c5dfebe7b0a1eec31645c809be504a42925bc66713abe466ef0923784ee064717b2a0c75536036cf80494c4c52204bc99
Jan 30 17:14:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 40): Got BlockNew: 40 / ddd80851f1a539c9faa75946066c64308fef6a2ae829054ad418371c1ca4d08108bb145beea660b0031406bf4e444a5fa5b16443743d475543bec09d1d0799ed
Jan 30 17:14:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: ddd80851f1a539c9faa75946066c64308fef6a2ae829054ad418371c1ca4d08108bb145beea660b0031406bf4e444a5fa5b16443743d475543bec09d1d0799ed
Jan 30 17:14:04 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 40): Got BlockCommit for ddd80851f1a539c9faa75946066c64308fef6a2ae829054ad418371c1ca4d08108bb145beea660b0031406bf4e444a5fa5b16443743d475543bec09d1d0799ed
Jan 30 17:14:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 41): Got BlockNew: 41 / aedc820648c8b088088f4fc6a6cb5d00a92fbe8d4ec0b8f959689bc3f8e72ed604fddc831acbffbb8e6fd75c738ae4cfb7c696958c60317927151dbd49f0167c
Jan 30 17:14:06 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: aedc820648c8b088088f4fc6a6cb5d00a92fbe8d4ec0b8f959689bc3f8e72ed604fddc831acbffbb8e6fd75c738ae4cfb7c696958c60317927151dbd49f0167c
Jan 30 17:14:07 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 41): Got BlockCommit for aedc820648c8b088088f4fc6a6cb5d00a92fbe8d4ec0b8f959689bc3f8e72ed604fddc831acbffbb8e6fd75c738ae4cfb7c696958c60317927151dbd49f0167c
Jan 30 17:14:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 42): Got BlockNew: 42 / c6ff3934b994c270fca4a594c90b6eb88c9f5818ae38f0c54994e7e08fb07fd652b02d7af3cdbac9ef795a75d1f456011bf0b4bd4141ece98ec11a2944633a7f
Jan 30 17:14:10 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: c6ff3934b994c270fca4a594c90b6eb88c9f5818ae38f0c54994e7e08fb07fd652b02d7af3cdbac9ef795a75d1f456011bf0b4bd4141ece98ec11a2944633a7f
Jan 30 17:14:11 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 42): Got BlockCommit for c6ff3934b994c270fca4a594c90b6eb88c9f5818ae38f0c54994e7e08fb07fd652b02d7af3cdbac9ef795a75d1f456011bf0b4bd4141ece98ec11a2944633a7f
Jan 30 17:14:13 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:58 | (PP, view 93, seq 43): Got BlockNew: 43 / 42a4a9d1a63b08f5cd20b652c61034a4bcb858f5d7cea73d38afaf217366e78c42322b2dca473f6bb40c3f05a88f773d532bbeeb7a60e4df8e2d96edb0fdb529
Jan 30 17:14:13 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:67 | Got BlockValid: 42a4a9d1a63b08f5cd20b652c61034a4bcb858f5d7cea73d38afaf217366e78c42322b2dca473f6bb40c3f05a88f773d532bbeeb7a60e4df8e2d96edb0fdb529
Jan 30 17:14:14 bc1 pbft-engine[1136]: INFO  | pbft_engine::node:83 | (Fi(false), view 93, seq 43): Got BlockCommit for 42a4a9d1a63b08f5cd20b652c61034a4bcb858f5d7cea73d38afaf217366e78c42322b2dca473f6bb40c3f05a88f773d532bbeeb7a60e4df8e2d96edb0fdb529
